Id;Text;Size
445;Indeed,;5
446;Horatio.;5
447;Horatio,;5
448;More;5
449;gentlemen,;5
450;you;;5
451;follow;5
452;Fortinbras,;5
453;day,;5
454;Shakespeare;5
455;ever;5
456;cause;5
457;late;5
458;things;5
459;last;5
460;think,;5
461;them.;5
462;again.;5
463;That,;5
464;o'er;5
465;And,;5
466;Hath;5
467;eyes,;5
468;hour;5
469;hear.;5
470;please;5
471;Exeunt.;5
472;Our;5
473;MELLON;5
474;excellent;5
475;all,;5
476;mother;5
477;yourself;5
478;Mark;5
479;cast;5
480;eye,;5
481;dead;5
482;makes;5
483;MEMBERSHIP.>>;5
484;once;5
485;night,;5
486;night.;5
487;UNIVERSITY;5
488;Welcome,;5
489;well,;5
490;after;4
491;time,;4
492;and,;4
493;went;4
494;hast;4
495;top;4
496;honesty;4
497;question;4
498;pray;4
499;time.;4
500;says;4
501;dread;4
502;'The;4
503;Come;4
504;season;4
505;sword,;4
506;Like;4
507;day;4
508;this?;4
509;That's;4
510;legal;4
511;like.;4
512;watch,;4
513;me?;4
514;etext,;4
515;Must;4
516;myself;4
517;fell;4
518;William;4
519;whole;4
520;work;4
521;lose;4
522;word;4
523;haste;4
524;hands;4
525;Marcellus.;4
526;Marcellus,;4
527;sweet;4
528;need;4
529;told;4
530;ere;4
531;done,;4
532;On;4
533;Queen,;4
534;Within;4
535;play;4
536;far;4
537;great;4
538;effect;4
539;who;4
540;here,;4
541;bring;4
542;who,;4
543;sure;4
544;grow;4
545;charge;4
546;Though;4
547;for,;4
548;for.;4
549;foul;4
550;Exit;4
551;May;4
552;off;4
553;o';4
554;dream;4
555;madam,;4
556;Remember;4
557;seem;4
558;is't,;4
559;life;4
560;none;4
561;marry,;4
562;help;4
563;World;4
564;heart,;4
565;Both;4
566;air,;4
567;speak!;4
568;wind;4
569;go.;4
570;days;4
571;treasure;4
572;live;4
573;million;4
574;Library;4
575;lord-;4
576;thee.;4
577;welcome;4
578;Was;4
579;he,;4
580;light;4
581;God!;4
582;general;4
583;ho,;4
584;Marry,;4
585;come!;4
586;tale;4
587;Well;4
588;honour'd;4
589;file;4
590;Wherein;4
591;together;4
592;heart;4
593;since;4
594;free;4
595;beseech;4
596;Madam,;4
597;every;4
598;Get;4
599;Hamlet's;4
600;Swear.;4
601;it!;4
602;Doth;4
603;There's;4
604;uncle;4
605;father.;4
606;came;4
607;grace;4
608;Had;4
609;name;4
610;Pyrrhus;4
611;Voltemand,;4
612;Shall;4
613;rest;4
614;Guildenstern.;4
615;Guildenstern,;4
616;words;4
617;beauty;4
618;in's;4
619;world;4
620;there,;4
621;Before;4
622;between;4
623;goes;4
624;Polonius,;4
625;mind,;3
626;infinite;3
627;characters;3
628;quiet;3
629;blood;3
630;thank;3
631;gone;3
632;hard;3
633;other,;3
634;'twere;3
635;matter;3
636;look'd;3
637;thousand;3
638;Very;3
639;law;3
640;including;3
641;lay;3
642;try;3
643;Pyrrhus';3
644;Their;3
645;faith,;3
646;entertainment;3
647;(as;3
648;BUT;3
649;Against;3
650;They;3
651;Faith,;3
652;thine;3
653;fashion;3
654;assume;3
655;before,;3
656;house;3
657;King,;3
658;comes.;3
659;mean,;3
660;gracious;3
661;Queen;3
662;phrase,;3
663;under;3
664;appear'd;3
665;custom;3
666;mad.;3
667;'I;3
668;goodly;3
669;'a;3
670;known;3
671;subject;3
672;horrible!;3
673;me;;3
674;wicked;3
675;above;3
676;received;3
677;stay;3
678;impart;3
679;Reynaldo.;3
680;beard;3
681;Whether;3
682;he's;3
683;money;3
684;ground.;3
685;lost;3
686;Gertrude,;3
687;toward;3
688;yourself.;3
689;platform;3
690;Since;3
691;Future;3
692;understanding;3
693;near;3
694;wouldst;3
695;I!;3
696;Hold;3
697;right!;3
698;IF;3
699;forth;3
700;Some;3
701;which,;3
702;too.;3
703;NO;3
704;waves;3
705;himself;3
706;no,;3
707;voice,;3
708;Players.;3
709;villain!;3
710;what,;3
711;Speak;3
712;certain;3
713;matter,;3
714;Denmark,;3
715;alone;3
716;damned;3
717;rank;3
718;will.;3
719;nothing.;3
720;freely;3
721;Laertes,;3
722;Laertes?;3
723;piece;3
724;burst;3
725;tears;3
726;Mad;3
727;[beneath];3
728;of.;3
729;[Exit;3
730;delight;3
731;draw;3
732;disposition;3
733;second;3
734;lands;3
735;cock;3
736;soul,;3
737;on.;3
738;tongue,;3
739;lies;3
740;Unto;3
741;teach;3
742;Works;3
743;note;3
744;Think;3
745;air.;3
746;speak.;3
747;without;3
748;humbly;3
749;wish;3
750;list;3
751;lack;3
752;wit,;3
753;we'll;3
754;per;3
755;hundred;3
756;instant;3
757;native;3
758;king,;3
759;writ;3
760;arm,;3
761;almost;3
762;arms;3
763;obey;3
764;heaven!;3
765;thee?;3
766;found;3
767;was,;3
768;till;3
769;God's;3
770;indeed.;3
771;Heaven;3
772;Flourish.;3
773;guilty;3
774;ghost,;3
775;them,;3
776;God,;3
777;sword;3
778;Ophelia.;3
779;twice;3
780;glad;3
781;come,;3
782;blood,;3
783;on't!;3
784;LIMITED;3
785;answer;3
786;sometimes;3
787;pious;3
788;action;3
789;Complete;3
790;Still;3
791;health;3
792;fire,;3
793;return;3
794;sort;3
795;eyes.;3
796;herein;3
797;except;3
798;honour;3
799;face;3
800;hither,;3
801;madness;3
802;safety;3
803;Out;3
804;welcome.;3
805;once.;3
806;in,;3
807;in.;3
808;ill;3
809;sister,;3
810;winds;3
811;Go,;3
812;Let's;3
813;is,;3
814;is.;3
815;it?;3
816;act;3
817;choose;3
818;truth;3
819;nothing;3
820;blessing;3
821;'gainst;3
822;father,;3
823;father;;3
824;body;3
825;brother's;3
826;gentle;3
827;takes;3
828;through;3
829;Swear;3
830;II.;3
831;truly;3
832;flesh;3
833;vile;3
834;phrase;3
835;enough;3
836;bad;3
837;sea;3
838;shall,;3
839;part,;3
840;sit;3
841;bid;3
842;play,;3
843;Together;3
844;Never;3
845;him!;3
846;morning;3
847;Such;3
848;Yes,;3
849;passion;3
850;Etext;3
851;nights;3
852;dreadful;3
853;read,;3
854;natural;3
855;nature,;3
856;Etexts;3
857;plain;3
858;person;3
859;fault;3
860;ten;2
861;.;2
862;Mellon;2
863;[To;2
864;?;2
865;hang;2
866;guilty,;2
867;fashion,;2
868;information;2
869;laugh;2
870;off.;2
871;Polonius;2
872;earth,;2
873;disclaimers;2
874;motive;2
875;love.;2
876;lend;2
877;love-;2
878;earth!;2
879;honest,;2
880;obey,;2
881;to,;2
882;to.;2
883;loved;2
884;struck;2
885;love?;2
886;What's;2
887;hypertext;2
888;nephew's;2
889;loves;2
890;produce;2
891;hath,;2
892;lets;2
893;ambitious;2
894;defective;2
895;2001.;2
896;obligation;2
897;Pyrrhus,;2
898;liege,;2
899;that?;2
900;that.;2
901;wherein;2
902;friends.;2
903;pith;2
904;dollars;2
905;moment;2
906;distribute;2
907;source;2
908;blows;2
909;merit;2
910;full;2
911;reply.;2
912;sable;2
913;hours;2
914;stars;2
915;tenders;2
916;paid;2
917;dishonour;2
918;short;2
919;mind's;2
920;pale;2
921;hour,;2
922;wretch;2
923;GIVE;2
924;myself.;2
925;provide;2
926;King?;2
927;Could;2
928;computer;2
929;best,;2
930;aught;2
931;fellow;2
932;flames;2
933;Prince;2
934;(For;2
935;shows;2
936;affair;2
937;majesty;2
938;keeps;2
939;ear.;2
940;ear,;2
941;daughter,;2
942;daughter.;2
943;ears;2
944;confession;2
945;demands;2
946;dearest;2
947;dost;2
948;Now,;2
949;dew;2
950;pale.;2
951;apparition;2
952;You,;2
953;Here;2
954;domain;2
955;virtues;2
956;smile,;2
957;term;2
958;right;2
959;Priam;2
960;habit;2
961;players.;2
962;rather;2
963;delights;2
964;up.;2
965;baby;2
966;woe,;2
967;text;2
968;Even;2
969;letters;2
970;fear,;2
971;Farewell,;2
972;us.;2
973;mad;2
974;like,;2
975;stand;2
976;ourself;2
977;sirs.;2
978;warlike;2
979;main;2
980;me-;2
981;duty.;2
982;cries;2
983;Box;2
984;sweet,;2
985;burns,;2
986;Information;2
987;brother,;2
988;sorrow;2
989;Thence;2
990;man.;2
991;quality;2
992;remember;2
993;middle;2
994;star;2
995;sleep-;2
996;appear;2
997;holds;2
998;open;2
999;Reynaldo,;2
1000;wont;2
1001;themselves;2
1002;chaste;2
1003;Till;2
1004;Print!";2
1005;Claudius,;2
1006;tongue;2
1007;ourselves;2
1008;may.;2
1009;for't.;2
1010;sting;2
1011;sends;2
1012;state.;2
1013;damages,;2
1014;stir;2
1015;voice;2
1016;seen,;2
1017;seen.;2
1018;Cornelius,;2
1019;Cornelius.;2
1020;world,;2
1021;seems;2
1022;clouds;2
1023;[Reads.];2
1024;command;2
1025;book,;2
1026;year;2
1027;desperate;2
1028;silence;2
1029;version;2
1030;Am;2
1031;sleep;2
1032;Been;2
1033;[Enter;2
1034;eager;2
1035;serpent;2
1036;e'en;2
1037;gather;2
1038;you.-;2
1039;could,;2
1040;lines;2
1041;vow;2
1042;obedience,;2
1043;Thanks,;2
1044;right,;2
1045;judge;2
1046;IL;2
1047;shape;2
1048;IT;2
1049;queen,;2
1050;EVEN;2
1051;more.;2
1052;Jephthah,;2
1053;Fortune's;2
1054;shake;2
1055;took;2
1056;[who;2
1057;shalt;2
1058;more;;2
1059;dreams;2
1060;France;2
1061;III.;2
1062;shoulder;2
1063;Two;2
1064;eye;2
1065;slow;2
1066;T';2
1067;alternatively;2
1068;countenance;2
1069;Ambassadors.;2
1070;sovereign;2
1071;to-night;2
1072;let's;2
1073;trumpet;2
1074;perfume;2
1075;common.;2
1076;Break;2
1077;catch;2
1078;we,;2
1079;double;2
1080;villain,;2
1081;EBOOK;2
1082;direct;2
1083;sun.;2
1084;Without;2
1085;Majesties;2
1086;die-;2
1087;fee;2
1088;used;2
1089;wi';2
1090;few;2
1091;Rosencrantz,;2
1092;did,;2
1093;borne;2
1094;head.;2
1095;nearer;2
1096;matter.;2
1097;indifferent;2
1098;solemn;2
1099;words,;2
1100;here!;2
1101;unfold;2
1102;extent;2
1103;b';2
1104;fit;2
1105;addition;2
1106;will,;2
1107;adieu!;2
1108;prove;2
1109;Makes;2
1110;death-;2
1111;death,;2
1112;breathe;2
1113;Fare;2
1114;actor;2
1115;fly;2
1116;who?;2
1117;Giving;2
1118;needs;2
1119;so,';2
1120;kept;2
1121;four;2
1122;gave;2
1123;to-night.;2
1124;Use;2
1125;knew;2
1126;to-night?;2
1127;complete;2
1128;forms,;2
1129;prodigal;2
1130;edge;2
1131;murther.;2
1132;author;2
1133;follows;2
1134;perchance;2
1135;thanks.;2
1136;whilst;2
1137;Bernardo,;2
1138;month,;2
1139;month.;2
1140;wholesome;2
1141;see,;2
1142;seal'd;2
1143;have,;2
1144;fishmonger.;2
1145;on,;2
1146;t';2
1147;on;;2
1148;Horatio?;2
1149;seek;2
1150;Horatio!;2
1151;UNDER;2
1152;heed;2
1153;purpose,;2
1154;closes;2
1155;expense,;2
1156;*******************************************************************;2
1157;[with;2
1158;smiling;2
1159;valiant;2
1160;that's;2
1161;pure;2
1162;willingly;2
1163;reading;2
1164;held;2
1165;ye;2
1166;hell;2
1167;beyond;2
1168;long.;2
1169;force;2
1170;Those;2
1171;get;2
1172;course;2
1173;copy;2
1174;dare;2
1175;Attendants].;2
1176;brain;2
1177;contrive;2
1178;puts;2
1179;date;2
1180;nothing!;2
1181;heart.;2
1182;proud;2
1183;Murther;2
1184;is't;2
1185;2782;2
1186;wilt;2
1187;assay;2
1188;her?;2
1189;wild;2
1190;not?;2
1191;soldiers,;2
1192;together.;2
1193;Fortinbras;;2
1194;Therefore;2
1195;day?;2
1196;sight,;2
1197;prison;2
1198;audience;2
1199;Wittenberg,;2
1200;go,;2
1201;face?;2
1202;are.;2
1203;god;2
1204;ambition;2
1205;strange;2
1206;circumstance;2
1207;methinks;2
1208;wisdom;2
1209;secrecy;2
1210;frame,;2
1211;61825;2
1212;service;2
1213;lady;2
1214;loving;2
1215;prison.;2
1216;king.;2
1217;shadow.;2
1218;liberty,;2
1219;Elsinore?;2
1220;suits;2
1221;king;;2
1222;lord;;2
1223;intended;2
1224;chief;2
1225;followed;2
1226;art.;2
1227;honour.;2
1228;thee!;2
1229;drift;2
1230;gives;2
1231;sound,;2
1232;secure;2
1233;indeed,;2
1234;crimes;2
1235;good.;2
1236;anything;2
1237;good,;2
1238;foul,;2
1239;wonted;2
1240;stood,;2
1241;colour;2
1242;then.;2
1243;Being;2
1244;grown;2
1245;Touching;2
1246;desire;2
1247;choice;2
1248;visage;2
1249;again,;2
1250;again!;2
1251;gross;2
1252;point;2
1253;Fie;2
1254;pray.;2
1255;stay'd;2
1256;sometime;2
1257;come.;2
1258;blood.;2
1259;court;2
1260;entreat;2
1261;grief,;2
1262;hot;2
1263;honourable;2
1264;meet;2
1265;additional;2
1266;thus,;2
1267;"Small;2
1268;paper.];2
1269;son.;2
1270;seem'd;2
1271;Doubt;2
1272;bend;2
1273;aught.;2
1274;Champaign,;2
1275;painted;2
1276;friend?;2
1277;machine;2
1278;fire.;2
1279;conscience;2
1280;Were;2
1281;horridly;2
1282;hears;2
1283;present;2
1284;fees,;2
1285;Say,;2
1286;coming;2
1287;reason,;2
1288;doomsday;2
1289;etexts,;2
1290;One;2
1291;'closes;2
1292;leave.;2
1293;leave?;2
1294;cannon;2
1295;Whose;2
1296;alone.;2
1297;fits;2
1298;morn,;2
1299;fathers,;2
1300;gone!;2
1301;turn'd;2
1302;commend;2
1303;fain;2
1304;doors;2
1305;refund;2
1306;donations;2
1307;fall;2
1308;Pale;2
1309;Stand;2
1310;youth,;2
1311;welcome,;2
1312;clearly;2
1313;Arm'd,;2
1314;takes,;2
1315;you'll;2
1316;statement.;2
1317;replacement;2
1318;soft!;2
1319;*****;2
1320;bestow;2
1321;public;2
1322;round;2
1323;fare;2
1324;himself,;2
1325;throat;2
1326;is;;2
1327;SMALL;2
1328;[Gives;2
1329;Carnegie;2
1330;swift;2
1331;gifts;2
1332;therefore;2
1333;defect,;2
1334;sorry;2
1335;scope;2
1336;working,;2
1337;number;2
1338;property;2
1339;Look,;2
1340;HAVE;2
1341;air;2
1342;still,;2
1343;royal;2
1344;twelve.;2
1345;copies;2
1346;wrong,;2
1347;discretion.;2
1348;father?;2
1349;mock;2
1350;dumb;2
1351;dull;2
1352;thought;2
1353;Follow;2
1354;withal.;2
1355;PRINT!;2
1356;Make;2
1357;man's;2
1358;fix'd;2
1359;suppress;2
1360;all.;2
1361;thou,;2
1362;either;2
1363;****;2
1364;out.;2
1365;piteous;2
1366;Into;2
1367;out,;2
1368;Long;2
1369;strange.;2
1370;Volt.;2
1371;true,;2
1372;true!;2
1373;malicious;2
1374;spirit,;2
1375;unto;2
1376;substance;2
1377;discourse;2
1378;true;;2
1379;true.;2
1380;WARRANTIES;2
1381;means,;2
1382;mobled;2
1383;INCLUDING;2
1384;madness,;2
1385;rogue;2
1386;king;2
1387;kind;2
1388;lost,;2
1389;speech,;2
1390;said,;2
1391;move;2
1392;arrant;2
1393;Guildenstern;2
1394;offer;2
1395;Francisco,;2
1396;Laertes;2
1397;servant;2
1398;inward;2
1399;Players;2
1400;contain;2
1401;Dane.;2
1402;ACT;2
1403;farewell.;2
1404;bed;2
1405;beckons;2
1406;party;2
1407;deep;2
1408;marriage,;2
1409;bound;2
1410;sick;2
1411;thanks;2
1412;Majesty;2
1413;MADE;2
1414;thinking;2
1415;table;2
1416;so?;2
1417;Prithee;2
1418;break;2
1419;hell,;2
1420;report;2
1421;Bernardo;2
1422;married;2
1423;there?;2
1424;sigh;2
1425;cursed;2
1426;high;2
1427;falls;2
1428;Something;2
1429;stood;2
1430;scene;2
1431;friend;2
1432;actors;2
1433;conditions;2
1434;orchard,;2
1435;sun;2
1436;(As;2
1437;express;2
1438;away.;2
1439;gentleman.;2
1440;advice,;2
1441;one-;2
1442;one.;2
1443;virtue;2
1444;mortal;2
1445;figure;2
1446;joy,;2
1447;sir;;2
1448;passing;2
1449;weak;2
1450;hart@pobox.com;2
1451;seeing;2
1452;'twill;2
1453;place;2
1454;sits;2
1455;nunnery.;2
1456;nunnery,;2
1457;rugged;2
1458;lead;2
1459;gentlemen;2
1460;loves,;2
1461;chances;2
1462;officer.;2
1463;player;2
1464;ways.;2
1465;(within);1
1466;wherefore?;1
1467;spoke;1
1468;fifty;1
1469;Library,;1
1470;mine);1
1471;auspicious,;1
1472;favour,;1
1473;lion's;1
1474;combated.;1
1475;Michael;1
1476;Library*;1
1477;shipwrights,;1
1478;Director:;1
1479;character.;1
1480;mine!;1
1481;blasts;1
1482;Small;1
1483;solid;1
1484;ambassadors.;1
1485;meats;1
1486;tyrannous;1
1487;to-morrow.;1
1488;competent;1
1489;yourselves;1
1490;mind.;1
1491;fortune's;1
1492;/;1
1493;2;1
1494;southerly;1
1495;left;1
1496;into,;1
1497;eleven;1
1498;tickle;1
1499;object;1
1500;things,;1
1501;throne,;1
1502;June,;1
1503;Positively;1
1504;vengeance;1
1505;cliff;1
1506;to-day,;1
1507;child.;1
1508;harsh;;1
1509;attended.;1
1510;turn;1
1511;opposition;1
1512;law's;1
1513;exercises;;1
1514;son.-;1
1515;commission;1
1516;guard?;1
1517;Sailors,;1
1518;policy;1
1519;salt;1
1520;address;1
1521;Lethe;1
1522;Who,;1
1523;garbage.;1
1524;fashion.;1
1525;data,;1
1526;unimproved;1
1527;halt;1
1528;thyself.;1
1529;Act;1
1530;throw;1
1531;backward.;1
1532;unschool'd;;1
1533;x;1
1534;mine;;1
1535;brevity;1
1536;violent;1
1537;resolve;1
1538;likeness.;1
1539;faithful;1
1540;in't;;1
1541;canopy,;1
1542;tax'd;1
1543;assault.;1
1544;serious;1
1545;glean,;1
1546;business.;1
1547;others;1
1548;lordship?;1
1549;in't,;1
1550;STRICT;1
1551;lordship!;1
1552;ambition;;1
1553;off!;1
1554;off,;1
1555;familiar,;1
1556;check;1
1557;eterne,;1
1558;son's;1
1559;soles;1
1560;Answer,;1
1561;jangled,;1
1562;forty,;1
1563;ourselves.-;1
1564;earth.;1
1565;[Going.];1
1566;Ah,;1
1567;Form;1
1568;wheel,;1
1569;'But;1
1570;a-cursing;1
1571;wanton,;1
1572;beshrew;1
1573;Officers,;1
1574;withdraw,;1
1575;soul's;1
1576;Hercules;1
1577;Devoutly;1
1578;nowhere;1
1579;anticipation;1
1580;Greeks.;1
1581;dole,;1
1582;puff'd;1
1583;to't;1
1584;roof;1
1585;scholar;;1
1586;least,;1
1587;requite;1
1588;cheer;1
1589;appeareth;1
1590;pleas'd;1
1591;Aha;1
1592;Fore;1
1593;honest.;1
1594;Longer,;1
1595;to!;1
1596;immortal;1
1597;electronically,;1
1598;wards,;1
1599;electronically.;1
1600;sate;1
1601;AEneas';1
1602;to';1
1603;liegemen;1
1604;o'erthrown!;1
1605;fierce;1
1606;hate;1
1607;to:;1
1608;cooperation;1
1609;order;1
1610;'There;1
1611;conceit;1
1612;majestical;1
1613;distant;1
1614;addition;;1
1615;garb,;1
1616;sledded;1
1617;powers,;1
1618;walk.;1
1619;frown'd;1
1620;own;;1
1621;falls.;1
1622;grace,;1
1623;woman;1
1624;falls,;1
1625;save;1
1626;rots;1
1627;griev'd,;1
1628;frankly;1
1629;Seems,;1
1630;MATERIAL.;1
1631;dearly,;1
1632;toy;1
1633;Foul;1
1634;implications;1
1635;gravediggers.;1
1636;lover;1
1637;picture;1
1638;honest?;1
1639;walks;1
1640;Thereto;1
1641;gibber;1
1642;regard;1
1643;witch;1
1644;rose;1
1645;admirable!;1
1646;do't,;1
1647;say?;1
1648;arrows;1
1649;celestial;1
1650;graces;1
1651;lobby.;1
1652;time-;1
1653;function;1
1654;west;1
1655;again.-;1
1656;quite;1
1657;time;;1
1658;Angels;1
1659;know,';1
1660;saws;1
1661;beckons.];1
1662;circumstances;1
1663;condolement;1
1664;hatch;1
1665;lest;1
1666;pernicious;1
1667;tri;1
1668;FILES;1
1669;length;;1
1670;Pyrrhus:;1
1671;grace;;1
1672;Ladies,;1
1673;started,;1
1674;PURPOSE.;1
1675;scenes,;1
1676;hawk;1
1677;fatted;1
1678;censure;1
1679;exterior;1
1680;that!;1
1681;reputation,;1
1682;Print";1
1683;bounteous.;1
1684;lazar-like,;1
1685;(_);1
1686;times;1
1687;Peace!;1
1688;custom?;1
1689;willing,;1
1690;jelly;1
1691;tennis';;1
1692;whence;1
1693;that;;1
1694;cry;1
1695;'beautified';1
1696;heard:;1
1697;crescent;1
1698;reels,;1
1699;that-;1
1700;platform,;1
1701;lads,;1
1702;circumstance.;1
1703;faith.;1
1704;sworn,;1
1705;spokes;1
1706;entreaty,;1
1707;sport;1
1708;entreaty.;1
1709;seeming-virtuous;1
1710;friends!;1
1711;caught;1
1712;prey;1
1713;impatient,;1
1714;Thrift,;1
1715;HAMLET,;1
1716;clamour;1
1717;pity;1
1718;supply;1
1719;Ophelia!-;1
1720;Affection?;1
1721;dilated;1
1722;Head;1
1723;but,';1
1724;exclaim;1
1725;'Sblood,;1
1726;Comes;1
1727;service.;1
1728;buzz!;1
1729;cue;1
1730;to-morrow;1
1731;waist,;1
1732;struck.;1
1733;cum;1
1734;Plucks;1
1735;Art;1
1736;former,;1
1737;sleeps.;1
1738;Vanilla;1
1739;show,;1
1740;speed,;1
1741;mettle;1
1742;HOWEVER,;1
1743;show-;1
1744;appurtenance;1
1745;dog,;1
1746;inclination;1
1747;vanish'd;1
1748;judgment.;1
